east,north,elevation,ice_thickness,record_time,label,type
500482.9367,5534957.197,1788.51001,4.62,04/05/2025 04:36:07 PM ,0_a,heli
500488.1002,5534958.643,1786.390015,3.94,04/05/2025 04:36:07 PM ,0_a,heli
500495.4151,5534960.2,1783.084961,3.27,04/05/2025 04:36:07 PM ,0_a,heli
500495.4151,5534960.2,1783.084961,2.93,04/05/2025 04:36:07 PM ,0_a,heli
500502.73,5534961.09,1781.145996,2.93,04/05/2025 04:36:08 PM ,0_a,heli
500507.2481,5534961.535,1780.089966,2.93,04/05/2025 04:36:08 PM ,0_a,heli
500507.9653,5534961.647,1779.848999,2.93,04/05/2025 04:36:08 PM ,0_a,heli
500517.1449,5534962.092,1777.952026,3.27,04/05/2025 04:36:09 PM ,0_a,heli
500518.6509,5534962.092,1777.608032,3.61,04/05/2025 04:36:09 PM ,0_a,heli
500528.5477,5534962.204,1775.532959,3.94,04/05/2025 04:36:09 PM ,0_a,heli
500533.4245,5534961.649,1774.68103,4.28,04/05/2025 04:36:10 PM ,0_a,heli
500540.5245,5534960.871,1773.088013,4.96,04/05/2025 04:36:10 PM ,0_a,heli
500545.1861,5534960.316,1771.969971,4.62,04/05/2025 04:36:10 PM ,0_a,heli
500545.6881,5534960.205,1771.750977,4.62,04/05/2025 04:36:11 PM ,0_a,heli
500550.8518,5534959.094,1770.890991,4.62,04/05/2025 04:36:11 PM ,0_a,heli
500557.3064,5534957.426,1770.203979,3.94,04/05/2025 04:36:11 PM ,0_a,heli
500563.3307,5534955.759,1769.994019,3.94,04/05/2025 04:36:11 PM ,0_a,heli
500565.4106,5534954.981,1769.957031,3.94,04/05/2025 04:36:12 PM ,0_a,heli
500566.5581,5534954.648,1769.875977,3.94,04/05/2025 04:36:12 PM ,0_a,heli
500566.5581,5534954.648,1769.875977,3.94,04/05/2025 04:36:12 PM ,0_a,heli
500569.7137,5534953.314,1769.750977,3.27,04/05/2025 04:36:12 PM ,0_a,heli
500575.1644,5534950.98,1769.677002,2.93,04/05/2025 04:36:13 PM ,0_a,heli
500577.5312,5534950.09,1769.692993,2.58,04/05/2025 04:36:13 PM ,0_a,heli
500577.5312,5534950.09,1769.692993,2.58,04/05/2025 04:36:14 PM ,0_a,heli
500577.5312,5534950.09,1769.692993,2.58,04/05/2025 04:36:14 PM ,0_a,heli
500577.5312,5534950.09,1769.692993,2.93,04/05/2025 04:36:14 PM ,0_a,heli
500579.0373,5534949.312,1769.713013,2.93,04/05/2025 04:36:15 PM ,0_a,heli
500583.986,5534946.978,1769.715942,3.27,04/05/2025 04:36:15 PM ,0_a,heli
500588.7912,5534944.644,1769.667969,3.61,04/05/2025 04:36:16 PM ,0_a,heli
500592.0186,5534943.087,1769.657959,3.94,04/05/2025 04:36:16 PM ,0_a,heli
500595.246,5534941.42,1769.620972,4.28,04/05/2025 04:36:17 PM ,0_a,heli
500598.4018,5534939.419,1769.68103,5.3,04/05/2025 04:36:17 PM ,0_a,heli
500601.5575,5534937.529,1769.61499,6.31,04/05/2025 04:36:18 PM ,0_a,heli
500604.785,5534935.417,1769.323975,7.32,04/05/2025 04:36:18 PM ,0_a,heli
500607.9408,5534933.194,1770.478027,8.33,04/05/2025 04:36:18 PM ,0_a,heli
500609.8772,5534931.971,1771.387939,9,04/05/2025 04:36:19 PM ,0_a,heli
500611.5269,5534930.859,1772.019043,9.68,04/05/2025 04:36:19 PM ,0_a,heli
500617.0495,5534926.635,1774.110962,10.68,04/05/2025 04:36:20 PM ,0_a,heli
500623.2177,5534921.966,1776.380981,11.36,04/05/2025 04:36:20 PM ,0_a,heli
500624.7239,5534920.632,1777.078003,12.03,04/05/2025 04:36:21 PM ,0_a,heli
500626.517,5534919.076,1777.755981,12.7,04/05/2025 04:36:21 PM ,0_a,heli
500629.4577,5534916.408,1778.555054,13.71,04/05/2025 04:36:21 PM ,0_a,heli
500632.3267,5534913.628,1779.511963,14.38,04/05/2025 04:36:22 PM ,0_a,heli
500635.124,5534910.849,1780.42395,15.06,04/05/2025 04:36:22 PM ,0_a,heli
500638.7103,5534906.847,1781.672974,16.06,04/05/2025 04:36:23 PM ,0_a,heli
500642.3683,5534902.733,1782.649048,16.74,04/05/2025 04:36:23 PM ,0_a,heli
500644.6636,5534899.732,1783.530029,17.41,04/05/2025 04:36:23 PM ,0_a,heli
500646.8155,5534896.73,1784.199951,18.08,04/05/2025 04:36:24 PM ,0_a,heli
500648.8957,5534893.506,1784.787964,18.08,04/05/2025 04:36:24 PM ,0_a,heli
500650.8324,5534890.393,1785.314941,17.74,04/05/2025 04:36:25 PM ,0_a,heli
500652.6975,5534887.169,1785.902954,17.74,04/05/2025 04:36:25 PM ,0_a,heli
500654.4191,5534883.834,1786.515015,17.74,04/05/2025 04:36:25 PM ,0_a,heli
500656.4277,5534879.609,1787.015015,17.41,04/05/2025 04:36:26 PM ,0_a,heli
500658.7233,5534874.384,1787.498047,17.41,04/05/2025 04:36:26 PM ,0_a,heli
500659.6559,5534872.16,1787.776001,18.08,04/05/2025 04:36:27 PM ,0_a,heli
500660.732,5534869.269,1787.92395,18.75,04/05/2025 04:36:27 PM ,0_a,heli
500663.1712,5534862.154,1788.171021,18.75,04/05/2025 04:36:28 PM ,0_a,heli
500664.5344,5534858.151,1788.478027,19.09,04/05/2025 04:36:28 PM ,0_a,heli
500665.1083,5534856.373,1788.468994,19.09,04/05/2025 04:36:28 PM ,0_a,heli
500666.1128,5534852.815,1788.593018,19.09,04/05/2025 04:36:29 PM ,0_a,heli
500667.1173,5534849.146,1788.746948,19.43,04/05/2025 04:36:29 PM ,0_a,heli
500668.0501,5534845.366,1789.067993,19.43,04/05/2025 04:36:30 PM ,0_a,heli
500669.3417,5534840.251,1789.187012,19.43,04/05/2025 04:36:30 PM ,0_a,heli
500670.6333,5534834.915,1789.713989,20.1,04/05/2025 04:36:30 PM ,0_a,heli
500671.4944,5534831.023,1790.115967,20.77,04/05/2025 04:36:31 PM ,0_a,heli
500672.4272,5534827.243,1790.569946,21.11,04/05/2025 04:36:31 PM ,0_a,heli
500673.36,5534823.463,1791.031006,21.78,04/05/2025 04:36:32 PM ,0_a,heli
500674.3645,5534819.572,1791.655029,22.45,04/05/2025 04:36:32 PM ,0_a,heli
500675.4408,5534815.68,1792.615967,23.12,04/05/2025 04:36:33 PM ,0_a,heli
500676.517,5534811.789,1793.285034,23.79,04/05/2025 04:36:33 PM ,0_a,heli
500677.5216,5534807.898,1793.93396,24.47,04/05/2025 04:36:33 PM ,0_a,heli
500678.5979,5534804.007,1794.598022,25.14,04/05/2025 04:36:34 PM ,0_a,heli
500679.7459,5534800.004,1795.411987,25.81,04/05/2025 04:36:34 PM ,0_a,heli
500680.9656,5534795.89,1795.922974,26.48,04/05/2025 04:36:35 PM ,0_a,heli
500682.257,5534791.777,1796.55896,27.16,04/05/2025 04:36:35 PM ,0_a,heli
500683.5485,5534787.663,1797.406006,27.49,04/05/2025 04:36:36 PM ,0_a,heli
500684.9116,5534783.772,1798.067993,28.16,04/05/2025 04:36:36 PM ,0_a,heli
500686.2748,5534779.992,1798.718018,28.84,04/05/2025 04:36:36 PM ,0_a,heli
500687.7096,5534776.212,1799.512939,29.84,04/05/2025 04:36:37 PM ,0_a,heli
500689.2162,5534772.321,1799.948975,30.52,04/05/2025 04:36:37 PM ,0_a,heli
500690.5794,5534768.54,1800.732056,30.52,04/05/2025 04:36:38 PM ,0_a,heli
500691.8708,5534764.872,1801.19397,30.85,04/05/2025 04:36:38 PM ,0_a,heli
500693.1622,5534761.203,1801.624023,30.85,04/05/2025 04:36:39 PM ,0_a,heli
500694.3102,5534757.534,1802.067017,29.84,04/05/2025 04:36:39 PM ,0_a,heli
500695.3864,5534753.754,1802.904053,29.17,04/05/2025 04:36:39 PM ,0_a,heli
500696.8933,5534747.639,1803.452026,28.5,04/05/2025 04:36:40 PM ,0_a,heli
500697.8262,5534743.859,1804.089966,28.16,04/05/2025 04:36:40 PM ,0_a,heli
500698.472,5534740.745,1804.386963,27.49,04/05/2025 04:36:41 PM ,0_a,heli
500699.2615,5534736.854,1804.686035,26.82,04/05/2025 04:36:41 PM ,0_a,heli
500699.9074,5534732.852,1805.204956,25.81,04/05/2025 04:36:42 PM ,0_a,heli
500700.4817,5534728.849,1805.697998,25.14,04/05/2025 04:36:42 PM ,0_a,heli
500701.1277,5534724.847,1805.871948,24.8,04/05/2025 04:36:42 PM ,0_a,heli
500701.702,5534720.955,1806.38501,24.13,04/05/2025 04:36:43 PM ,0_a,heli
500702.4198,5534716.063,1806.91394,23.79,04/05/2025 04:36:43 PM ,0_a,heli
500703.0659,5534711.06,1807.168945,23.12,04/05/2025 04:36:44 PM ,0_a,heli
500703.4968,5534707.28,1807.727051,22.79,04/05/2025 04:36:44 PM ,0_a,heli
500703.8557,5534704.278,1807.78894,22.11,04/05/2025 04:36:45 PM ,0_a,heli
500704.4301,5534700.053,1808.269043,21.11,04/05/2025 04:36:45 PM ,0_a,heli
500705.1479,5534695.05,1808.468994,20.1,04/05/2025 04:36:45 PM ,0_a,heli
500705.5786,5534692.27,1808.927002,19.43,04/05/2025 04:36:46 PM ,0_a,heli
500706.2964,5534687.489,1809.144043,18.42,04/05/2025 04:36:46 PM ,0_a,heli
500707.0859,5534682.931,1809.640991,17.41,04/05/2025 04:36:47 PM ,0_a,heli
500707.7319,5534679.04,1809.964966,17.41,04/05/2025 04:36:47 PM ,0_a,heli
500708.5214,5534675.259,1810.401001,17.07,04/05/2025 04:36:48 PM ,0_a,heli
500709.0954,5534672.702,1810.384033,17.07,04/05/2025 04:36:48 PM ,0_a,heli
500710.6023,5534667.255,1811.192017,16.74,04/05/2025 04:36:49 PM ,0_a,heli
500711.8938,5534662.919,1811.55896,16.74,04/05/2025 04:36:49 PM ,0_a,heli
500712.8265,5534660.25,1811.901978,17.07,04/05/2025 04:36:50 PM ,0_a,heli
500714.3332,5534656.025,1812.223999,17.07,04/05/2025 04:36:50 PM ,0_a,heli
500716.1986,5534651.022,1812.899048,17.41,04/05/2025 04:36:50 PM ,0_a,heli
500717.7053,5534647.242,1813.456055,17.41,04/05/2025 04:36:51 PM ,0_a,heli
500719.2119,5534643.685,1813.733032,17.41,04/05/2025 04:36:51 PM ,0_a,heli
500720.7902,5534640.016,1814.208008,17.07,04/05/2025 04:36:52 PM ,0_a,heli
500722.3686,5534636.236,1814.598999,17.07,04/05/2025 04:36:52 PM ,0_a,heli
500723.6599,5534633.234,1815.133057,16.74,04/05/2025 04:36:52 PM ,0_a,heli
500724.4491,5534631.344,1815.353027,16.4,04/05/2025 04:36:53 PM ,0_a,heli
500727.6058,5534624.117,1816.140991,16.06,04/05/2025 04:36:53 PM ,0_a,heli
500729.1841,5534620.449,1816.468018,15.39,04/05/2025 04:36:54 PM ,0_a,heli
500730.1885,5534618.114,1816.78894,14.72,04/05/2025 04:36:54 PM ,0_a,heli
500731.7669,5534614.556,1817.344971,14.38,04/05/2025 04:36:54 PM ,0_a,heli
500733.417,5534610.999,1817.812988,14.38,04/05/2025 04:36:55 PM ,0_a,heli
500735.9279,5534605.773,1818.425049,14.05,04/05/2025 04:36:55 PM ,0_a,heli
500738.7258,5534599.992,1819.349976,12.7,04/05/2025 04:36:56 PM ,0_a,heli
500739.5867,5534598.213,1819.571045,12.37,04/05/2025 04:36:56 PM ,0_a,heli
500741.0933,5534595.1,1819.989014,12.37,04/05/2025 04:36:56 PM ,0_a,heli
500742.6716,5534591.765,1820.600952,12.03,04/05/2025 04:36:57 PM ,0_a,heli
500744.4651,5534587.985,1821.295044,11.69,04/05/2025 04:36:57 PM ,0_a,heli
500746.9044,5534582.871,1821.905029,11.02,04/05/2025 04:36:58 PM ,0_a,heli
500748.5545,5534579.313,1822.520996,10.68,04/05/2025 04:36:58 PM ,0_a,heli
500750.0611,5534576.089,1822.880005,10.01,04/05/2025 04:36:58 PM ,0_a,heli
500751.496,5534572.754,1823.477051,9.68,04/05/2025 04:36:59 PM ,0_a,heli
500752.9308,5534569.418,1823.83606,9.34,04/05/2025 04:36:59 PM ,0_a,heli
500754.6528,5534565.083,1824.438965,9.68,04/05/2025 04:37:00 PM ,0_a,heli
500756.8052,5534559.635,1825.115967,10.01,04/05/2025 04:37:00 PM ,0_a,heli
500757.5227,5534557.634,1825.448975,10.01,04/05/2025 04:37:00 PM ,0_a,heli
500758.9576,5534554.076,1825.637939,10.01,04/05/2025 04:37:01 PM ,0_a,heli
500760.6079,5534549.406,1826.267944,10.35,04/05/2025 04:37:01 PM ,0_a,heli
500762.5451,5534544.07,1827.078979,10.68,04/05/2025 04:37:02 PM ,0_a,heli
500763.6213,5534541.179,1827.331055,10.35,04/05/2025 04:37:02 PM ,0_a,heli
500764.7694,5534537.51,1827.844971,10.35,04/05/2025 04:37:02 PM ,0_a,heli
500766.061,5534533.619,1828.286011,10.01,04/05/2025 04:37:03 PM ,0_a,heli
500767.7112,5534529.172,1829.031982,10.01,04/05/2025 04:37:03 PM ,0_a,heli
500769.1462,5534525.281,1829.354004,9.68,04/05/2025 04:37:04 PM ,0_a,heli
500770.94,5534520.167,1830.052002,9,04/05/2025 04:37:04 PM ,0_a,heli
500772.5902,5534515.831,1830.754028,8.67,04/05/2025 04:37:05 PM ,0_a,heli
500774.0969,5534511.939,1831.123047,8.33,04/05/2025 04:37:05 PM ,0_a,heli
500775.5319,5534508.159,1831.807007,7.99,04/05/2025 04:37:06 PM ,0_a,heli
500777.0386,5534504.379,1832.074951,7.99,04/05/2025 04:37:06 PM ,0_a,heli
500778.4019,5534500.933,1832.703003,7.66,04/05/2025 04:37:06 PM ,0_a,heli
500779.7651,5534497.264,1832.980957,7.32,04/05/2025 04:37:07 PM ,0_a,heli
500781.2719,5534493.262,1833.390991,7.32,04/05/2025 04:37:07 PM ,0_a,heli
500782.9938,5534489.148,1834.11499,6.98,04/05/2025 04:37:07 PM ,0_a,heli
500784.644,5534485.257,1834.652954,6.98,04/05/2025 04:37:08 PM ,0_a,heli
500786.079,5534481.366,1835.151978,6.31,04/05/2025 04:37:08 PM ,0_a,heli
500787.5857,5534477.586,1835.939941,5.97,04/05/2025 04:37:08 PM ,0_a,heli
500789.0925,5534473.806,1836.651001,5.3,04/05/2025 04:37:09 PM ,0_a,heli
500790.5275,5534469.914,1837.534058,4.62,04/05/2025 04:37:09 PM ,0_a,heli
500791.9625,5534465.912,1838.39502,4.62,04/05/2025 04:37:09 PM ,0_a,heli
500792.9671,5534463.244,1838.80896,4.62,04/05/2025 04:37:09 PM ,0_a,heli
500794.2586,5534459.575,1839.69397,4.28,04/05/2025 04:37:10 PM ,0_a,heli
500795.9089,5534454.794,1840.875977,3.94,04/05/2025 04:37:10 PM ,0_a,heli
500797.9898,5534448.902,1842.093994,3.94,04/05/2025 04:37:10 PM ,0_a,heli
500799.2096,5534445.344,1842.644043,3.61,04/05/2025 04:37:11 PM ,0_a,heli
500800.5729,5534441.675,1843.569946,3.61,04/05/2025 04:37:11 PM ,0_a,heli
500802.0079,5534437.895,1844.435059,3.61,04/05/2025 04:37:12 PM ,0_a,heli
500803.5147,5534433.782,1845.480957,4.96,04/05/2025 04:37:12 PM ,0_a,heli
500805.0932,5534429.89,1846.411987,5.3,04/05/2025 04:37:13 PM ,0_a,heli
500806.6717,5534426.11,1847.563965,5.97,04/05/2025 04:37:13 PM ,0_a,heli
500808.1784,5534422.553,1848.482056,6.31,04/05/2025 04:37:13 PM ,0_a,heli
500809.6851,5534419.106,1849.654053,6.65,04/05/2025 04:37:14 PM ,0_a,heli
500811.1201,5534415.771,1850.435059,6.98,04/05/2025 04:37:14 PM ,0_a,heli
500812.5551,5534412.436,1851.503052,5.97,04/05/2025 04:37:15 PM ,0_a,heli
500814.6358,5534407.766,1852.920044,5.63,04/05/2025 04:37:15 PM ,0_a,heli
500815.2815,5534406.21,1853.098999,5.3,04/05/2025 04:37:16 PM ,0_a,heli
500816.9317,5534402.43,1854.327026,4.96,04/05/2025 04:37:16 PM ,0_a,heli
500818.7972,5534397.871,1855.70105,4.96,04/05/2025 04:37:16 PM ,0_a,heli
500820.4475,5534393.869,1857.005005,4.96,04/05/2025 04:37:17 PM ,0_a,heli
500822.8152,5534388.31,1858.438965,4.96,04/05/2025 04:37:17 PM ,0_a,heli
500823.9632,5534385.531,1859.27002,4.96,04/05/2025 04:37:18 PM ,0_a,heli
500825.6852,5534381.417,1860.475952,4.96,04/05/2025 04:37:18 PM ,0_a,heli
500826.9768,5534378.193,1861.397949,5.3,04/05/2025 04:37:19 PM ,0_a,heli
500827.3355,5534377.081,1861.93103,5.3,04/05/2025 04:37:19 PM ,0_a,heli
500828.5553,5534373.857,1862.800049,5.3,04/05/2025 04:37:20 PM ,0_a,heli
500829.6317,5534370.855,1863.61499,5.63,04/05/2025 04:37:20 PM ,0_a,heli
500829.6317,5534370.855,1863.61499,5.63,04/05/2025 04:37:20 PM ,0_a,heli
500830.2058,5534368.965,1864.121948,5.63,04/05/2025 04:37:21 PM ,0_a,heli
500831.7844,5534364.296,1865.098999,5.3,04/05/2025 04:37:21 PM ,0_a,heli
500832.3585,5534362.517,1865.561035,5.3,04/05/2025 04:37:22 PM ,0_a,heli
500834.0807,5534357.292,1866.796021,5.3,04/05/2025 04:37:22 PM ,0_a,heli
500835.1571,5534353.4,1867.602051,4.96,04/05/2025 04:37:22 PM ,0_a,heli
500836.0901,5534349.843,1868.527954,4.96,04/05/2025 04:37:23 PM ,0_a,heli
500837.0231,5534346.174,1869.109985,4.96,04/05/2025 04:37:23 PM ,0_a,heli
500837.8127,5534342.394,1869.735962,4.96,04/05/2025 04:37:24 PM ,0_a,heli
500838.674,5534338.169,1870.448975,4.96,04/05/2025 04:37:24 PM ,0_a,heli
500839.6073,5534332.499,1871.358032,4.62,04/05/2025 04:37:25 PM ,0_a,heli
500840.1817,5534328.607,1871.764038,4.62,04/05/2025 04:37:25 PM ,0_a,heli
500840.7561,5534324.605,1872.402954,4.28,04/05/2025 04:37:25 PM ,0_a,heli
500841.1871,5534320.824,1872.706055,3.94,04/05/2025 04:37:26 PM ,0_a,heli
500841.5463,5534316.933,1873.204956,3.27,04/05/2025 04:37:26 PM ,0_a,heli
500841.8338,5534313.042,1873.516968,2.93,04/05/2025 04:37:26 PM ,0_a,heli
500842.0496,5534309.15,1873.68103,2.93,04/05/2025 04:37:27 PM ,0_a,heli
500842.1937,5534305.148,1873.990967,2.93,04/05/2025 04:37:27 PM ,0_a,heli
500842.266,5534301.145,1874.027954,2.93,04/05/2025 04:37:27 PM ,0_a,heli
500842.1949,5534297.254,1874.147949,3.27,04/05/2025 04:37:28 PM ,0_a,heli
500842.0522,5534292.362,1874.224976,3.27,04/05/2025 04:37:28 PM ,0_a,heli
500841.9097,5534286.469,1874.430054,3.94,04/05/2025 04:37:28 PM ,0_a,heli
500841.8383,5534284.356,1874.463013,4.28,04/05/2025 04:37:28 PM ,0_a,heli
500841.6955,5534280.465,1874.387939,4.28,04/05/2025 04:37:29 PM ,0_a,heli
500841.481,5534275.906,1874.365967,4.28,04/05/2025 04:37:29 PM ,0_a,heli
500841.2669,5534269.235,1873.94397,4.28,04/05/2025 04:37:30 PM ,0_a,heli
500841.1239,5534266.122,1873.838013,3.94,04/05/2025 04:37:30 PM ,0_a,heli
500840.9095,5534261.119,1873.727051,3.61,04/05/2025 04:37:31 PM ,0_a,heli
500840.7673,5534253.336,1873.375,2.93,04/05/2025 04:37:31 PM ,0_a,heli
500840.8399,5534247.554,1873.057007,2.58,04/05/2025 04:37:31 PM ,0_a,heli
500840.9841,5534242.885,1872.93396,2.58,04/05/2025 04:37:32 PM ,0_a,heli
500841.2718,5534237.77,1872.652954,2.58,04/05/2025 04:37:32 PM ,0_a,heli
500841.4877,5534233.323,1872.525024,2.58,04/05/2025 04:37:33 PM ,0_a,heli
500841.7035,5534229.098,1872.395996,2.58,04/05/2025 04:37:33 PM ,0_a,heli
500842.0628,5534225.318,1872.281982,2.93,04/05/2025 04:37:33 PM ,0_a,heli
500842.422,5534221.204,1872.227051,2.93,04/05/2025 04:37:34 PM ,0_a,heli
500842.8532,5534215.867,1872.286987,3.27,04/05/2025 04:37:34 PM ,0_a,heli
500843.2124,5534212.198,1872.301025,4.96,04/05/2025 04:37:35 PM ,0_a,heli
500843.6434,5534208.418,1872.541992,5.63,04/05/2025 04:37:35 PM ,0_a,heli
500844.1461,5534204.304,1872.740967,6.31,04/05/2025 04:37:35 PM ,0_a,heli
500845.0078,5534198.412,1873.312012,6.98,04/05/2025 04:37:36 PM ,0_a,heli
500845.5104,5534194.743,1873.813965,7.66,04/05/2025 04:37:36 PM ,0_a,heli
500846.1566,5534190.963,1874.287964,8.33,04/05/2025 04:37:37 PM ,0_a,heli
500846.9462,5534186.515,1874.781006,9,04/05/2025 04:37:37 PM ,0_a,heli
500847.5205,5534183.625,1875.281006,9.34,04/05/2025 04:37:38 PM ,0_a,heli
500847.6641,5534182.958,1875.379028,9.68,04/05/2025 04:37:38 PM ,0_a,heli
500848.4537,5534178.955,1875.904053,10.01,04/05/2025 04:37:38 PM ,0_a,heli
500849.0279,5534176.176,1876.064941,10.35,04/05/2025 04:37:39 PM ,0_a,heli
500849.0279,5534176.176,1876.064941,10.68,04/05/2025 04:37:39 PM ,0_a,heli
500849.2433,5534175.064,1876.14502,11.36,04/05/2025 04:37:40 PM ,0_a,heli
500850.4635,5534169.505,1877.18103,11.69,04/05/2025 04:37:40 PM ,0_a,heli
500850.9659,5534167.504,1877.394043,12.03,04/05/2025 04:37:40 PM ,0_a,heli
500852.2579,5534162.278,1878.217041,13.04,04/05/2025 04:37:41 PM ,0_a,heli
500853.478,5534157.164,1879.036011,13.71,04/05/2025 04:37:41 PM ,0_a,heli
500853.9087,5534155.163,1879.404053,14.38,04/05/2025 04:37:42 PM ,0_a,heli
500854.6983,5534151.605,1879.991943,14.72,04/05/2025 04:37:42 PM ,0_a,heli
500855.4878,5534147.936,1880.870972,15.39,04/05/2025 04:37:42 PM ,0_a,heli
500856.5645,5534143.044,1881.555054,15.73,04/05/2025 04:37:43 PM ,0_a,heli
500857.5695,5534137.93,1882.411011,16.06,04/05/2025 04:37:43 PM ,0_a,heli
500858.2874,5534134.038,1882.666992,16.4,04/05/2025 04:37:44 PM ,0_a,heli
500858.9336,5534130.147,1883.358032,16.74,04/05/2025 04:37:44 PM ,0_a,heli
500859.6515,5534126.145,1884.229004,16.4,04/05/2025 04:37:44 PM ,0_a,heli
500860.2977,5534122.142,1884.792969,16.06,04/05/2025 04:37:45 PM ,0_a,heli
500860.8721,5534118.14,1885.587036,15.73,04/05/2025 04:37:45 PM ,0_a,heli
500861.4466,5534114.137,1886.282959,15.39,04/05/2025 04:37:46 PM ,0_a,heli
500861.9493,5534110.134,1886.662964,14.72,04/05/2025 04:37:46 PM ,0_a,heli
500862.4521,5534106.132,1887.805054,14.38,04/05/2025 04:37:46 PM ,0_a,heli
500862.883,5534102.685,1887.863037,13.71,04/05/2025 04:37:47 PM ,0_a,heli
500863.3857,5534098.794,1888.656006,13.71,04/05/2025 04:37:47 PM ,0_a,heli
500864.391,5534091.79,1890.093994,13.37,04/05/2025 04:37:48 PM ,0_a,heli
500864.8218,5534089.344,1890.375,13.04,04/05/2025 04:37:48 PM ,0_a,heli
500865.3963,5534085.341,1891.092041,13.04,04/05/2025 04:37:49 PM ,0_a,heli
500866.0425,5534081.339,1891.58606,12.7,04/05/2025 04:37:49 PM ,0_a,heli
500866.6169,5534077.447,1892.417969,12.7,04/05/2025 04:37:49 PM ,0_a,heli
500867.3348,5534073.667,1893.084961,12.7,04/05/2025 04:37:50 PM ,0_a,heli
500868.1244,5534069.887,1894.041992,12.7,04/05/2025 04:37:50 PM ,0_a,heli
500869.0576,5534065.551,1894.94397,12.37,04/05/2025 04:37:51 PM ,0_a,heli
500870.3495,5534060.437,1896.074951,12.37,04/05/2025 04:37:51 PM ,0_a,heli
500871.3543,5534056.545,1897.06897,12.37,04/05/2025 04:37:52 PM ,0_a,heli
500872.3592,5534052.765,1897.946045,12.37,04/05/2025 04:37:52 PM ,0_a,heli
500873.5074,5534048.985,1899.156982,12.03,04/05/2025 04:37:52 PM ,0_a,heli
500874.5122,5534045.205,1900.017944,12.7,04/05/2025 04:37:53 PM ,0_a,heli
500875.6605,5534041.425,1901.005005,13.37,04/05/2025 04:37:53 PM ,0_a,heli
500876.8805,5534037.534,1902.145996,13.71,04/05/2025 04:37:54 PM ,0_a,heli
500878.0289,5534033.309,1902.928955,14.05,04/05/2025 04:37:54 PM ,0_a,heli
500879.1772,5534029.195,1903.95105,14.38,04/05/2025 04:37:54 PM ,0_a,heli
500880.2538,5534025.193,1905.162964,14.72,04/05/2025 04:37:55 PM ,0_a,heli
500881.3304,5534021.302,1906.355957,15.06,04/05/2025 04:37:55 PM ,0_a,heli
500882.4787,5534017.411,1907.640015,15.39,04/05/2025 04:37:56 PM ,0_a,heli
500883.627,5534013.408,1908.85498,15.39,04/05/2025 04:37:56 PM ,0_a,heli
500884.9187,5534009.517,1909.902954,15.73,04/05/2025 04:37:56 PM ,0_a,heli
500886.4257,5534005.515,1911.327026,17.41,04/05/2025 04:37:57 PM ,0_a,heli
500888.1478,5534001.623,1912.488037,19.09,04/05/2025 04:37:57 PM ,0_a,heli
500889.9417,5533997.843,1914.224976,19.76,04/05/2025 04:37:58 PM ,0_a,heli
500891.879,5533994.175,1915.55603,20.1,04/05/2025 04:37:58 PM ,0_a,heli
500893.888,5533990.728,1917.244995,20.43,04/05/2025 04:37:58 PM ,0_a,heli
500896.1121,5533987.504,1918.657959,20.77,04/05/2025 04:37:59 PM ,0_a,heli
500898.6231,5533984.503,1920.551025,20.77,04/05/2025 04:37:59 PM ,0_a,heli
500901.2776,5533981.724,1921.838989,20.43,04/05/2025 04:38:00 PM ,0_a,heli
500905.0798,5533978.389,1924.261963,20.43,04/05/2025 04:38:00 PM ,0_a,heli
500908.7385,5533975.499,1926.412964,21.11,04/05/2025 04:38:01 PM ,0_a,heli
500911.8232,5533973.275,1928.21106,21.78,04/05/2025 04:38:01 PM ,0_a,heli
500913.6166,5533972.053,1929.284058,23.12,04/05/2025 04:38:01 PM ,0_a,heli
500919.786,5533968.274,1932.290039,24.13,04/05/2025 04:38:02 PM ,0_a,heli
500921.7229,5533967.051,1933.369019,24.8,04/05/2025 04:38:02 PM ,0_a,heli
500925.0946,5533964.828,1934.805054,25.14,04/05/2025 04:38:03 PM ,0_a,heli
500928.3228,5533962.493,1936.130005,25.81,04/05/2025 04:38:03 PM ,0_a,heli
500932.4118,5533959.937,1938.271973,26.15,04/05/2025 04:38:03 PM ,0_a,heli
500936.2856,5533957.714,1939.375977,26.15,04/05/2025 04:38:04 PM ,0_a,heli
500939.5139,5533955.38,1940.699951,26.48,04/05/2025 04:38:04 PM ,0_a,heli
500942.5987,5533952.823,1941.863037,27.16,04/05/2025 04:38:05 PM ,0_a,heli
500945.6835,5533950.155,1942.906982,27.49,04/05/2025 04:38:05 PM ,0_a,heli
500948.8401,5533947.487,1944.06604,28.16,04/05/2025 04:38:06 PM ,0_a,heli
500951.9249,5533944.819,1945.21106,26.82,04/05/2025 04:38:06 PM ,0_a,heli
500955.0098,5533942.04,1946.347046,25.81,04/05/2025 04:38:06 PM ,0_a,heli
500957.9512,5533939.372,1947.16394,24.13,04/05/2025 04:38:07 PM ,0_a,heli
500961.2513,5533936.482,1947.968018,23.79,04/05/2025 04:38:07 PM ,0_a,heli
500963.9058,5533933.592,1948.879028,23.12,04/05/2025 04:38:08 PM ,0_a,heli
500966.2018,5533930.368,1949.589966,22.79,04/05/2025 04:38:08 PM ,0_a,heli
500968.0674,5533926.699,1950.427979,22.45,04/05/2025 04:38:08 PM ,0_a,heli
